id,name,description,address,locales,website,phone,lat,long,photo,new,secondhand,charity,open,checked,rgl,twitter,elweguardian,leytonstoner,londonist,cgc,londonbooks,tol,bookdealer,reading_matters,blog,topfloorflat,thebookguide,harringayonline,rttimes,bluestocking,bookseller,hornseyroad,hackneycitizen,peckhampeculiar,yelp,deptforddame,getwestlondon,dalemcgowan,dg,londonse1,greenwichphantom,londonstuff,hamhigh,andrewwhitehead,timeout,guardian,robaroundbooks,flickr,bibliophilicblogger,inews,spitalfieldslife,foodiefoodie,secentral,kenningtonrunoff,ft,foodiebugle,lauraashley,pandorian,tiredoflondon,bookloverslondon,abebooks,ianvisits,brockleycentral
camden-lock-books-old-street,Camden Lock Books,"<a href=""https://twitter.com/camdenlockbooks/status/1155101981544976384"">Closed down for good</a> in July 2019.","4 St Agnes Well, Old Street Station, EC1Y 1BE",,,,51.525593,-0.087569,https://www.flickr.com/photos/kake_pugh/28710530426/,true,true,false,false,July 2016,,,,,,,,,,,,,http://web.archive.org/web/20120718201326/http://www.inprint.co.uk/thebookguide/shops/multi.php?id=1529,,,,https://www.thebookseller.com/news/camden-lock-books-closes-partly-due-business-rates-pressure-1011181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
childrens-bookshop-hornsey-road,Children's Bookshop (Hornsey Road),Discount children's bookshop selling books at a pound each - though closed down by June 2014.,"435 Hornsey Road, N19 4DX",,,,51.567264,-0.12229881,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,http://thehornseyroad.blogspot.co.uk/2012/06/seven-things-i-found-about-new-bookshop.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
church-street-bookshop-stoke-newington,Church Street Bookshop,,"142 Stoke Newington Church Street, N16 0JU",,,,51.561974,-0.081153,https://www.flickr.com/photos/55935853@N00/1351799987/,unknown,unknown,false,true,July 2019,https://london.randomness.org.uk/wiki.cgi?Church_Street_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centerprise-trust-bookshop-kingsland-road,Centerprise Trust Bookshop,"Self-described as ""one of East London’s oldest and most famous community bookshops"" and ""the home of Black cultural books and literature for East London"".  It was <a href=""http://hackneycitizen.co.uk/2012/11/04/centerprise-bookshop-seized-hackney-council/"">forced to close</a> in autumn 2012.","136-138 Kingsland Road, E8 2NS",,http://web.archive.org/web/20130315062054/http://www.centerprisetrust.org.uk:80/literature/,,51.549349,-0.075016,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,http://hackneycitizen.co.uk/2013/09/12/centerprise-history/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chener-books-lordship-lane,Chener Books,,"14 Lordship Lane, SE22 8HN",,,,51.460117,-0.075467,https://www.flickr.com/photos/rjw1/5089865536/,unknown,unknown,false,true,October 2010,"https://london.randomness.org.uk/wiki.cgi?Chener_Books,_SE22_8HN",,,,,,,,,,,,,,,,,,,http://peckhampeculiar.tumblr.com/post/103457719849/buy-the-book-part-1-chener-books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesham-bookshop,Chesham Bookshop,,"71 The Broadway, High Street, HP5 1BX",,,,51.706158,-0.61208,https://www.flickr.com/photos/kake_pugh/3975044917/,unknown,unknown,false,false,October 2009,https://london.randomness.org.uk/wiki.cgi?Chesham_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chess-and-bridge,Chess & Bridge,"Games shop specialising in chess, bridge, and poker, with a large selection of books.","44 Baker Street, W1U 7RT",,,,51.517923,-0.153919,https://www.flickr.com/photos/kake_pugh/4440281829/,unknown,unknown,false,true,October 2009,"https://london.randomness.org.uk/wiki.cgi?Chess_And_Bridge,_W1U_7RT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
childrens-bookshop-muswell-hill,Children's Bookshop (Muswell Hill),,"29 Fortis Green Road, Muswell Hill, N10 3HP",,,,51.590057,-0.146813,https://www.flickr.com/photos/kake_pugh/9457988181/,unknown,unknown,false,true,August 2013,,,,,,,http://londonbooks.tumblr.com/post/147887743161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chorleywood-bookshop,Chorleywood Bookshop,,"4 New Parade, WD3 5NJ",,http://www.chorleywoodbookshop.co.uk/,,51.65512,-0.52173,https://www.flickr.com/photos/kake_pugh/9439748984/,unknown,unknown,false,true,August 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claire-de-rouen-books-soho,Claire de Rouen Books,"Specialist in photography, fashion, and art books.","First Floor, 125 Charing Cross Road, Soho, WC2H 0EW",,http://clairederouenbooks.com/,020 7287 1813,51.515011,-0.13006394,https://www.flickr.com/photos/kake_pugh/16556379638/,true,unknown,false,true,March 2015,,,,,,,http://londonbooks.tumblr.com/post/128982455616/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clapham-books,Clapham Books,"Previously located at 120 Clapham High Street (<a href=""http://www.flickr.com/photos/kake_pugh/3551895419/"">photo</a>).","26 The Pavement, Clapham Common, SW4 0JA",,http://www.claphambooks.com/,,51.462405,-0.14025633,https://www.flickr.com/photos/kake_pugh/15214169085/,unknown,unknown,false,true,September 2014,,ClaphamBooks,,,http://londonist.com/2009/09/biblio-text_clapham_books.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-library,Classic Library,,"533 King's Road, SW10 0TZ",,,,51.480328,-0.18533,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clerkenwell-tales,Clerkenwell Tales,"Closed in February 2014 due to <a href=""https://twitter.com/ClerkenwellTale/status/426690622372581376"">relocation to Toronto</a>.","30 Exmouth Market, EC1R 4QE",,,,51.525841,-0.109059,https://www.flickr.com/photos/90117465@N00/12381138873/,unknown,unknown,false,false,,,ClerkenwellTale,,,,,,http://www.tiredoflondontiredoflife.com/2013/05/buy-books-at-clerkenwell-tales.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collinge-and-clark,Collinge and Clark,"Private press books, books about typography.","13 Leigh Street, WC1H 9EW",,,,51.526455,-0.125045,https://www.flickr.com/photos/55935853@N00/3445878406/,unknown,unknown,false,true,December 2012,,,,,,,http://londonbooks.tumblr.com/post/125102608231/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copperfields,Copperfield's,Closed down by Spring 2019.,"37 Hartfield Road, SW19 3SG",,,,51.419537,-0.205586,https://www.flickr.com/photos/kake_pugh/3676830134/,unknown,unknown,false,false,June 2009,,,,,,,http://londonbooks.tumblr.com/post/137009405056/,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/copperfield-bookshop-london,,,,,,,,,,,,,,,,,,,,,,,,,,,,
croydon-bookshop,Croydon Bookshop,"<a href=""http://web.archive.org/web/20170129172118/http://www.inprint.co.uk/thebookguide/shops/news.php?y=16"">According to The Book Guide</a>, the Croydon Bookshop closed down in 2016 after 45 years, due to retirement of the owner.","304 Carshalton Road, SM5 3QB",,,,51.362991,-0.173378,,unknown,unknown,false,false,,,,,,,,http://londonbooks.tumblr.com/post/134204103091/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ct-pocket,CT Pocket,"Mini arts bookshop in the Bearspace art gallery, opened in September 2009.","152 Deptford High Street, SE8 3PQ",,,,51.479225,-0.025894,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,http://deptforddame.blogspot.com/2009/08/new-art-bookshop-at-bearspace.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
daunt-books-marylebone,Daunt Books (Marylebone),"Specialist travel bookshop, part of a small chain.","83 Marylebone High Street, W1U 4QW",,http://www.dauntbooks.co.uk/,,51.520393,-0.152017,https://www.flickr.com/photos/55935853@N00/2417477044/,true,unknown,false,true,,https://london.randomness.org.uk/wiki.cgi?Daunt_Books%2C_W1U_4QW,DauntBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daunt-books-hampstead,Daunt Books (Hampstead),"Specialist travel bookshop, part of a small chain.","51 South End Road, NW3 2QB",,http://www.dauntbooks.co.uk/,,51.555542,-0.166726,,true,unknown,false,true,,"https://london.randomness.org.uk/wiki.cgi?Daunt_Books,_NW3_2QB",DauntBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daunt-books-cheapside,Daunt Books (Cheapside),"Specialist travel bookshop, part of a small chain.","61 Cheapside, EC2V 6AX",,http://www.dauntbooks.co.uk/,,51.513916,-0.093065,https://www.flickr.com/photos/90117465@N00/10158112925/,true,unknown,false,true,December 2014,"https://london.randomness.org.uk/wiki.cgi?Daunt_Books,_EC2V_6AX",DauntBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daunt-books-belsize-park,Daunt Books (Belsize Park),"Specialist travel bookshop, part of a small chain.","193 Haverstock Hill, NW3 4QL",,http://www.dauntbooks.co.uk/,,51.550484,-0.165439,https://www.flickr.com/photos/kake_pugh/9295393346/,true,unknown,false,true,July 2013,,DauntBooks,,,,,http://londonbooks.tumblr.com/post/115872013316/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daunt-books-holland-park,Daunt Books (Holland Park),"Specialist travel bookshop, part of a small chain.","112-114 Holland Park Avenue, W11 4UA",,http://www.dauntbooks.co.uk/,,51.506767,-0.207539,https://www.flickr.com/photos/kake_pugh/9351995567/,true,unknown,false,true,July 2013,,DauntBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daunt-books-chelsea,Daunt Books (Chelsea),"Specialist travel bookshop, part of a small chain.","158-164 Fulham Road, SW10 9PR",,http://www.dauntbooks.co.uk/,,51.486608,-0.179903,https://www.flickr.com/photos/kake_pugh/15553634920/,true,unknown,false,true,October 2014,,DauntBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donlon-books-hackney,Donlon Books (Hackney),"Specialises in art, music, fashion, philosophy, and erotica.  Also has a branch <a href=""donlon-books-soho.html"">in Soho</a>.","75 Broadway Market, Hackney, E8 4PH",,http://donlonbooks.com/,,51.537629,-0.061104342,,true,unknown,false,true,,,DonlonBooks,,,,,http://londonbooks.tumblr.com/post/110744919366/donlon-books-e8-just-over-the-road-from-our-last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donlon-books-soho,Donlon Books (Soho),"Specialises in art, music, fashion, philosophy, and erotica.  Also has a branch <a href=""donlon-books-hackney.html"">in Hackney</a>.","62 Kingly Street, Soho, W1B 5QN",,http://donlonbooks.com/,,51.5123,-0.13891254,,true,unknown,false,true,,,DonlonBooks,,,,,http://londonbooks.tumblr.com/post/114342938901/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulwich-books,Dulwich Books,,"6 Croxted Road, SE21 8SW",,http://www.dulwichbooks.co.uk/,,51.436676,-0.090444,,unknown,unknown,false,true,,,DulwichBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulwich-village-books,Dulwich Village Books,The interweb is unsure of its exact name...,"1d Calton Avenue, SE21 7DE",,,,51.451534,-0.084522,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ealing-books,Ealing Books,Closed down by August 2014.,"20 South Ealing Road, W5 4QA.",,http://web.archive.org/web/20140213003929/http://www.ealingbooks.co.uk:80/,,51.503548,-0.306957,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,http://www.getwestlondon.co.uk/news/local-news/ealing-bookseller-defies-trend-towards-5982071,,,,,,,,,,,,,,,,,,,,,,,,,,
earlsfield-bookshop,Earlsfield Bookshop,Closed down by 2012.  The old premises were demolished as part of the widening of Earlsfield Station entrance.,"513 Garratt Lane, SW18 4SW",,,,51.442478,-0.188355,https://www.flickr.com/photos/55935853@N00/3991431104/,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.co.uk/biz/the-earlsfield-book-shop-london,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brick-lane-bookshop,Brick Lane Bookshop,"Previously known as Eastside Books (<a href=""http://flickr.com/photos/kake_pugh/2476108271/"">photo</a>).","166 Brick Lane, E1 6RU",,http://www.bricklanebookshop.org/,,51.521683,-0.071497,https://www.flickr.com/photos/kake_pugh/9977950445/,unknown,unknown,false,true,August 2019,,BrickLaneBooks,,,http://londonist.com/2009/06/biblio-text_eastside_books.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burley-fisher-books-dalston,Burley Fisher Books,"Run by the people behind <a href=""camden-lock-books-old-street.html"">Camden Lock Books</a>.","400 Kingsland Road, Dalston, E8 4AA",,http://www.burleyfisherbooks.com/,020 7249 2263,51.541536,-0.076033518,https://www.flickr.com/photos/kake_pugh/28908955995/,,,,true,August 2016,,BurleyFisher,,,http://londonist.com/2016/02/new-indie-bookshop-opens-in-hackney,,http://londonbooks.tumblr.com/post/141653681291/burley-fisher-books-e8-delighted-to-see-another,,,,,,,,,,,,http://hackneycitizen.co.uk/2016/02/16/burley-fisher-bookshop-dalston-boost-local-publishers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epping-bookshop,Epping Bookshop,Closed down in late 2015.,"71 High Street, CM16 4BA",,http://epping-bookshop.co.uk/,,51.696609,0.107481,https://www.flickr.com/photos/kake_pugh/2904726201/,unknown,unknown,false,false,,https://london.randomness.org.uk/wiki.cgi?Epping_Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
european-bookshop-south-kensington,European Bookshop,"Previously at 5 Warwick Street, Soho, but moved to South Kensington by March 2016.</p><p>Its new premises were previously occupied by another bookshop run by publishing company Slightly Foxed (from Autumn 2009 to January 2016), and before that by the Gloucester Road Bookshop.</p>","123 Gloucester Road, South Kensington, SW7 4TE",,http://www.europeanbookshop.com/,,51.493176,-0.181575,,unknown,unknown,false,true,,,,,,,,http://londonbooks.tumblr.com/post/114062186071/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faction-bookshop-lee,Faction Bookshop,,"2 Leegate, Lee, SE12 8SS",,,,51.455556,0.011987194,,unknown,true,false,true,,,,,,,,http://londonbooks.tumblr.com/post/86225359416/faction-bookshop-se12-a-very-fortuitous,,,,,,http://web.archive.org/web/20150927044802/http://www.inprint.co.uk:80/thebookguide/shops/multi.php?id=2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falconwood-transport-and-military-bookshop,Falconwood Transport and Military Bookshop,,"5 Falconwood Parade, The Green, DA16 2PL",,,,51.456776,0.094414,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fisher-and-sperr,Fisher and Sperr,"<a href=""http://library-keeper.livejournal.com/9021.html"">Closed in early 2010</a>.","46 Highgate High Street, N6 5JB",,,,51.570816,-0.14735,https://www.flickr.com/photos/55935853@N00/8026334691/,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dalemcgowan.com/samples/bookcrawling.html,,,,,,,,,,,,,,,,,,,,,,,,,
fold-peckham,The Fold,Closed down by early 2017.,"Holdron's Arcade, 135a Rye Lane, Peckham, SE15 4ST","SE15, Peckham",,,51.469515,-0.068122342,,unknown,true,false,false,,,TheFoldPeckham,,,,,http://londonbooks.tumblr.com/post/140142228836/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folio-society-holborn,The Folio Society,,"44 Eagle Street, Holborn, WC1R 4FS","WC1, Holborn",http://www.foliosociety.com/,020 7400 4200,51.518774,-0.11753802,,,,,true,,,FolioSociety,,,,,http://londonbooks.tumblr.com/post/151553396476/the-folio-society-wc1r-near-holborn-on-eagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forbidden-planet-croydon,Forbidden Planet (Croydon),"Comics and graphic novels.  Previously located at 175 North End, CR0 1TP, but moved to Church Street in late 2011.","43 Church Street, CR0 1RH",,http://www.forbiddenplanet.co.uk/,,51.3733010355549,-0.10271086892913,https://www.flickr.com/photos/kake_pugh/7616724606/,true,unknown,false,true,September 2016,,,,,,"http://croydon.randomness.org.uk/wiki.cgi?Forbidden_Planet,_43_Church_Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forbidden-planet-shaftesbury-avenue,Forbidden Planet (Shaftesbury Avenue),,"179 Shaftesbury Avenue, WC2H 8JR",,http://forbiddenplanet.com/WhereWeAre.html,,51.515205,-0.127265,,unknown,unknown,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fosters-bookshop-chiswick,Fosters Bookshop,Second-hand and antiquarian.,"183 Chiswick High Road, W4 2DR.",,,,51.492378,-0.257106,https://www.flickr.com/photos/kake_pugh/2493085533/,unknown,unknown,false,true,,"https://london.randomness.org.uk/wiki.cgi?Fosters_Bookshop,_W4_2DR",fostersbookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foyles-charing-cross-road,Foyles at Charing Cross Road (incorporating Grant and Cutler),"Founded in 1903 and on Charing Cross Road since 1906, this is the flagship Foyles store.  It's used several addresses on this road.  Its longest stint was at numbers 113–119, but in early June 2014 it moved from there to number 107.  It also incorporates <a href=""http://www.grantandcutler.com/"">Grant and Cutler</a>, a specialist foreign-language bookseller.","107 Charing Cross Road, WC2H 0DT",,http://www.foyles.co.uk/Public/Stores/Detail.aspx?storeid=1011,,51.51428,-0.12977023,,true,false,false,true,,,Foyles,,,,,,http://www.tiredoflondontiredoflife.com/2014/06/browse-books-at-new-foyles.html,,,,,,,,,,,,,,,,,http://diamondgeezer.blogspot.co.uk/2014/06/new-foyles.html,,,,,,,,,,,,,,,,,,,,,,,,
foyles-pancras-road,Foyles at St Pancras International,Now closed; was a branch of Foyles inside St Pancras International itself.  It closed in late July or early August 2014.,"Unit 8A, St Pancras Station, Euston Road, N1C 4QL",,http://www.foyles.co.uk/,,51.530453,-0.125334,https://www.flickr.com/photos/rjw1/8269863312/,true,unknown,false,false,July 2013,,Foyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foyles-southbank,Foyles at Royal Festival Hall,"Opened in June 2005. This branch of Foyles is right next to the river, and in the summer there are deckchairs outside for a river view. It sells fiction, children’s books, and non-fiction including travel, biography, philosophy, and cookery, as well as magazines, gifts, and DVDs. There’s step-free access to all areas of the shop.","Southbank Centre, SE1 8XX",,http://www.foyles.co.uk/Public/Stores/Detail.aspx?storeid=1010,020 7440 3212,51.505882,-0.117309,https://www.flickr.com/photos/kake_pugh/2672916162/,true,unknown,false,true,July 2013,,Foyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foyles-waterloo,Foyles at Waterloo Station,"A small Foyles branch in Waterloo Station. Most of the fiction is on the mezzanine level, and there is no lift.","Unit 22, Lower Concourse, London Waterloo Station, SE1 8SW",,http://www.foyles.co.uk/Public/Stores/Detail.aspx?storeid=1019,020 3206 2680,51.50316,-0.11273,https://www.flickr.com/photos/kake_pugh/48707771846/,true,unknown,false,true,September 2019,,Foyles,,,,,,,,,,,,,,,,,,,,,,,,http://www.london-se1.co.uk/news/view/7394,,,,,,,,,,,,,,,,,,,,,,,
foyles-westfield,Foyles at Westfield White City,"The Westfield White City branch of Foyles. Sells fiction including children’s books and bestsellers, and non-fiction including biography, travel, history, business, sport, cookery, art, and fashion. Also stocks audiobooks, book tokens, gifts, stationery, cards, and wrapping paper. There’s step-free access to all areas of the shop.","Unit 2054, Westfield White City, W12 7GE",,http://www.foyles.co.uk/Public/Stores/Detail.aspx?storeid=1012,020 3206 2656,51.507446,-0.221658,,true,false,false,true,July 2013,,Foyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foyles-westfield-stratford,Foyles at Westfield Stratford City,"The Westfield Stratford City branch of Foyles. It includes a children’s area, and there’s step-free access to all areas of the shop.","74-75 Lower Ground Floor, The Arcade, Westfield Stratford City, E20 1EH",,http://www.foyles.co.uk/Public/Stores/Detail.aspx?storeid=1016,020 3206 2671,51.543943,-0.0054387153,https://www.flickr.com/photos/rjw1/15011149393/,true,false,false,true,October 2014,,Foyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foyles-one-new-change,Foyles at One New Change,"A branch of Foyles in the One New Change shopping centre; it <a href=""http://www.thebookseller.com/news/foyles-close-one-new-change-today.html"">closed for good</a> in November 2011.","One New Change, 25 Upper Cheapside Passage, EC2V 6AG",,http://www.foyles.co.uk/,,51.514397,-0.09664,,unknown,unknown,false,false,,,Foyles,,,http://londonist.com/2010/11/biblio-text_foyles_one_new_change.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom-bookshop-whitechapel,Freedom Bookshop,"Note: The Freedom Bookshop <a href=""https://twitter.com/Freedom_Paper/status/297332447039856640"">was firebombed</a> on the night of 31 January 2013.  As of mid-February, they were back open again at the same address with a temporary <a href=""http://web.archive.org/web/20140331185956/http://www.freedompress.org.uk/news/2013/02/12/rainbow-shop-opens-2/"">rainbow bookshop</a>.  They reopened the main bookshop again properly <a href=""https://twitter.com/Freedom_Paper/status/340804390195699713"">on 1 June 2013</a>.","84b Whitechapel High Street, E1 7QX",,http://www.freedompress.org.uk/,,51.515953,-0.070424,https://www.flickr.com/photos/kake_pugh/35339263285/,unknown,unknown,false,true,June 2017,,Freedom_Paper,,,,,http://londonbooks.tumblr.com/post/124176982077/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
french-bookshop,French Bookshop,Closed down by August 2016.,"28 Bute Street, SW7 3EX",,,,51.493839,-0.17648761,,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gays-the-word,Gay's The Word,,"66 Marchmont Street, WC1N 1AB",,http://www.gaystheword.co.uk/,,51.525154,-0.125077,https://www.flickr.com/photos/kake_pugh/26446247762/,unknown,unknown,false,true,April 2016,https://london.randomness.org.uk/wiki.cgi?Gay%27s_The_Word,gaystheword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g-heywood-hill,G Heywood Hill Ltd,,"10 Curzon Street, W1J 5HH",,http://www.heywoodhill.com/,,51.506985,-0.146567,https://www.flickr.com/photos/rjw1/14070633977/,true,true,false,true,May 2014,,HeywoodHill,,,http://londonist.com/2009/06/biblio-text_heywood_hill.php,,http://londonbooks.tumblr.com/post/140963371176/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goldsboro-books-cecil-court,Goldsboro Books,"Specialist in signed modern first editions.  Located on <a href=""http://cecilcourt.co.uk/"">Cecil Court</a>, a small lane running between Charing Cross Road and St Martin's Lane with several other specialist/rare/antiquarian bookshops.","23-27 Cecil Court, Covent Garden, WC2N 4EZ",,http://www.goldsborobooks.com/,020 7497 9230,51.510686,-0.128129,https://www.flickr.com/photos/kake_pugh/30548378421/,true,unknown,false,true,October 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gosh,Gosh,"Moved to Berwick Street on 6 Aug 2011, previously at 39 Great Russell Street, WC1B 3NZ.","1 Berwick Street, W1F 0DR",,http://goshlondon.blogspot.com/,,51.512836,-0.134239,https://www.flickr.com/photos/kake_pugh/29989010204/,unknown,unknown,false,true,October 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenwich-book-place,Greenwich Book Place,"Closed at one point — <a href=""http://www.thegreenwichphantom.co.uk/2011/06/random-things-noted/"">Greenwich Phantom report</a> — but <a href=""http://www.thegreenwichphantom.co.uk/2011/06/8168/"">then reopened</a> – and finally closed down for good in August 2016.  It was <a href=""http://www.fromthemurkydepths.co.uk/2017/09/20/former-greenwich-pub-and-shop-demolished/"">demolished</a> in September 2017.","258 Creek Road, SE10 9SW",,http://web.archive.org/web/20130216040149/http://ukbookworld.com/members/Greenspace,,51.481331,-0.013261,https://www.flickr.com/photos/kake_pugh/9365939641/,unknown,unknown,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.thegreenwichphantom.co.uk/2009/11/greenwich-book-place.html,,,,,,,,,,,,,,,,,,,,,,
greenwich-book-time,Greenwich Book Time,,"277 Greenwich High Road, SE10 8NB",,,,51.47946,-0.010091409,https://www.flickr.com/photos/kake_pugh/48693740313/,,,,true,September 2019,,GreenwichBookT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guanghwa-books,Guanghwa Books,"Previously at 7 Newport Place, WC2H 7JR.","112 Shaftesbury Avenue, Chinatown, W1D 5EJ",,http://www.cypressbooks.com/howtofindus.php,,51.51234,-0.13080288,https://www.flickr.com/photos/kake_pugh/26512600106/,unknown,unknown,false,true,April 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halcyon-books-greenwich,Halcyon Books (Greenwich),"Closed down <a href=""https://twitter.com/HalcyonBooks/status/1057566538667118592"">at the end of October 2018</a>.  Its <a href=""halcyon-books-lee.html"">other branch in Lee</a> remains open.","1 Greenwich South Street, SE10 8NW",,http://www.halcyonbooks.co.uk/,,51.47784,-0.011823,https://www.flickr.com/photos/kake_pugh/13215687483/,unknown,unknown,false,false,March 2014,https://london.randomness.org.uk/wiki.cgi?Halcyon_Books,HalcyonBooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halcyon-books-lee,Halcyon Books (Lee),"The second branch of <a href=""halcyon-books-greenwich.html"">the original one in Greenwich</a> (which has since closed).  This one opened in early 2016.","266 Lee High Road, SE13 5PL",,http://www.halcyonbooks.co.uk/,,51.458519,0.0029655844,,,,,true,September 2019,,HalcyonBooks,,,,,http://londonbooks.tumblr.com/post/141364307440/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hatchards-piccadilly,Hatchards (Piccadilly),"The original branch of Hatchards.  In August 2014 it opened a second branch <a href=""http://londonbookshops.org/shops/hatchards-st-pancras.html"">in St Pancras International</a>.","187 Piccadilly, W1J 9LE",,http://www.hatchards.co.uk/,,51.508549,-0.137984,https://www.flickr.com/photos/rjw1/15953763950/,true,unknown,false,true,December 2014,,Hatchards,,,http://londonist.com/2009/09/biblio-text_hatchards.php,,http://londonbooks.tumblr.com/post/109799665901,http://www.tiredoflondontiredoflife.com/2009/10/browse-at-hatchards-britains-oldest.html,,http://web.archive.org/web/20130421025746/http://kimbofo.typepad.com/readingmatters/2009/01/a-visit-to-the-oldest-bookshop-in-london.html,,,,,,,,,,,,,,,,,,http://londonrobstuff.blogspot.com/2010/09/hatchards-piccadilly-w1.html,,,,,,,,,,,,,,,,,,,,,
